,Player,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Blank,SOS
2,Jimmer Fredette,2009-10,BYU,MWC,34,33,31.1,6.6,14.4,0.45799999999999996,4.4,9.3,0.46799999999999997,2.3,5.1,0.44,6.6,7.4,0.892,0.7,2.4,3.1,4.7,1.2,0.1,2.7,1.1,22.1,,3.0
3,Jimmer Fredette,2010-11,BYU,MWC,37,37,35.8,9.4,20.7,0.452,6.0,12.2,0.491,3.4,8.5,0.396,6.8,7.6,0.894,0.6,2.8,3.4,4.3,1.3,0.0,3.5,1.3,28.9,,5.76
0,Klay Thompson,2008-09,Washington State,Pac-10,33,33,33.1,4.8,11.5,0.421,2.8,6.5,0.4270000000000001,2.1,5.0,0.412,0.8,0.9,0.903,0.8,3.4,4.2,1.9,0.9,0.6,2.1,2.0,12.5,,7.5
1,Klay Thompson,2009-10,Washington State,Pac-10,31,30,35.4,6.5,15.6,0.412,4.0,8.9,0.449,2.5,6.7,0.364,4.3,5.4,0.8009999999999999,1.2,3.9,5.1,2.3,1.4,0.7,3.4,2.4,19.6,,4.65
2,Klay Thompson,2010-11,Washington State,Pac-10,34,33,34.7,7.1,16.2,0.436,4.2,9.0,0.466,2.9,7.2,0.398,4.6,5.4,0.838,0.7,4.5,5.2,3.7,1.6,0.9,3.4,2.9,21.6,,6.81
0,Alec Burks,2009-10,Colorado,Big 12,30,30,30.2,5.7,10.7,0.5379999999999999,5.1,8.9,0.575,0.6,1.8,0.35200000000000004,5.0,6.4,0.772,1.9,3.1,5.0,1.8,1.2,0.4,1.9,2.5,17.1,,7.7
1,Alec Burks,2010-11,Colorado,Big 12,38,37,31.4,6.6,14.1,0.469,5.9,11.6,0.508,0.7,2.5,0.292,6.6,7.9,0.825,2.4,4.1,6.5,2.9,1.1,0.3,2.6,2.3,20.5,,5.61
0,Markieff Morris,2008-09,Kansas,Big 12,35,7,15.6,1.7,3.8,0.448,1.6,3.4,0.483,0.1,0.5,0.188,1.1,1.7,0.65,1.5,3.0,4.4,1.0,0.4,0.7,1.2,2.8,4.6,,7.9
1,Markieff Morris,2009-10,Kansas,Big 12,36,2,17.6,2.4,4.2,0.5660000000000001,2.1,3.7,0.5710000000000001,0.3,0.5,0.526,1.7,2.7,0.622,1.8,3.6,5.3,1.1,0.4,1.0,1.4,2.6,6.8,,8.25
2,Markieff Morris,2010-11,Kansas,Big 12,38,34,24.4,5.1,8.7,0.589,4.5,7.2,0.625,0.7,1.6,0.424,2.7,4.0,0.6729999999999999,2.7,5.6,8.3,1.4,0.8,1.1,2.1,2.8,13.6,,7.62
0,Marcus Morris,2008-09,Kansas,Big 12,35,22,18.5,2.7,5.4,0.495,2.5,5.0,0.503,0.2,0.4,0.4,1.8,3.0,0.604,1.9,2.9,4.7,1.1,1.0,0.3,1.6,2.5,7.4,,7.9
1,Marcus Morris,2009-10,Kansas,Big 12,36,33,24.7,4.8,8.5,0.57,4.5,7.6,0.593,0.3,0.9,0.375,2.8,4.2,0.66,2.7,3.4,6.1,1.0,0.9,0.3,1.3,2.6,12.8,,8.25
2,Marcus Morris,2010-11,Kansas,Big 12,38,35,28.3,6.3,11.1,0.57,5.6,9.1,0.62,0.7,2.0,0.342,3.9,5.7,0.688,2.6,5.0,7.6,1.6,0.8,0.6,1.8,2.6,17.2,,7.62
0,Kawhi Leonard,2009-10,San Diego State,MWC,34,33,31.3,4.9,10.7,0.455,4.4,8.4,0.523,0.5,2.3,0.205,2.5,3.4,0.726,3.5,6.4,9.9,1.9,1.4,0.7,2.3,2.5,12.7,,4.21
1,Kawhi Leonard,2010-11,San Diego State,MWC,36,36,32.6,5.9,13.2,0.444,5.2,10.8,0.478,0.7,2.4,0.29100000000000004,3.1,4.0,0.759,3.1,7.5,10.6,2.5,1.4,0.6,2.1,2.5,15.5,,6.36
0,Nikola Vucevic,2008-09,USC,Pac-10,23,3,11.0,1.1,2.0,0.578,1.1,1.8,0.619,0.0,0.1,0.0,0.3,0.3,0.875,1.0,1.7,2.7,0.3,0.4,0.4,0.6,1.5,2.6,,9.15
1,Nikola Vucevic,2009-10,USC,Pac-10,30,30,32.3,4.2,8.3,0.504,3.9,7.1,0.551,0.3,1.2,0.222,2.0,2.8,0.718,3.1,6.3,9.4,1.2,0.6,1.3,1.9,2.7,10.7,,6.47
2,Nikola Vucevic,2010-11,USC,Pac-10,34,34,34.9,6.3,12.5,0.505,5.5,10.1,0.542,0.9,2.4,0.349,3.6,4.8,0.755,2.9,7.4,10.3,1.6,0.5,1.4,1.7,2.8,17.1,,7.97
0,Iman Shumpert,2008-09,Georgia Tech,ACC,31,31,31.6,3.4,8.7,0.391,2.4,5.5,0.438,1.0,3.3,0.314,2.8,4.2,0.6559999999999999,0.7,3.2,3.9,5.0,2.1,0.2,3.7,2.9,10.6,,7.32
1,Iman Shumpert,2009-10,Georgia Tech,ACC,30,29,30.1,3.5,9.0,0.385,2.2,5.3,0.421,1.2,3.7,0.333,1.8,2.5,0.72,0.9,2.7,3.6,4.0,1.9,0.2,3.1,2.3,10.0,,9.02
2,Iman Shumpert,2010-11,Georgia Tech,ACC,31,31,32.0,5.7,14.1,0.406,4.4,9.2,0.474,1.4,4.9,0.278,4.5,5.6,0.8059999999999999,1.7,4.2,5.9,3.5,2.7,0.2,2.3,2.8,17.3,,5.68
0,Chris Singleton,2008-09,Florida State,ACC,35,34,26.9,2.7,6.6,0.409,1.7,3.7,0.469,1.0,2.9,0.33299999999999996,1.7,2.7,0.611,1.9,3.1,4.9,1.1,1.5,1.3,2.0,3.0,8.1,,7.91
1,Chris Singleton,2009-10,Florida State,ACC,32,32,31.4,3.7,8.9,0.41200000000000003,2.6,5.2,0.494,1.1,3.7,0.297,1.8,3.6,0.496,2.1,4.9,7.0,2.2,2.2,1.5,3.0,3.0,10.2,,6.79
2,Chris Singleton,2010-11,Florida State,ACC,28,25,29.1,4.4,10.2,0.434,3.2,6.8,0.466,1.3,3.4,0.368,3.0,4.5,0.667,2.1,4.8,6.8,1.2,2.0,1.5,2.2,3.2,13.1,,6.45
0,Tobias Harris,2010-11,Tennessee,SEC,34,33,29.2,5.4,11.8,0.46,4.8,9.6,0.4970000000000001,0.7,2.2,0.303,3.8,5.0,0.753,2.0,5.3,7.3,1.3,0.7,0.9,1.8,2.1,15.3,,8.73
0,Derrick Williams,2009-10,Arizona,Pac-10,31,30,28.2,5.2,9.1,0.574,5.1,8.6,0.594,0.1,0.5,0.25,5.1,7.5,0.6809999999999999,2.2,4.9,7.1,0.7,0.6,0.6,1.9,2.5,15.7,,8.1
1,Derrick Williams,2010-11,Arizona,Pac-10,38,38,30.0,5.9,10.0,0.595,4.8,8.1,0.601,1.1,1.9,0.568,6.5,8.7,0.746,2.8,5.5,8.3,1.1,1.0,0.7,2.6,2.8,19.5,,7.99
0,Nolan Smith,2007-08,Duke,ACC,34,1,14.7,2.1,4.4,0.467,1.4,2.7,0.516,0.6,1.7,0.386,1.2,1.5,0.769,0.4,1.2,1.5,1.3,0.5,0.1,1.4,1.7,5.9,,9.28
1,Nolan Smith,2008-09,Duke,ACC,34,21,21.6,2.9,6.8,0.426,2.1,4.5,0.467,0.8,2.3,0.34600000000000003,1.8,2.1,0.8490000000000001,0.7,1.5,2.2,1.7,0.9,0.1,1.6,2.1,8.4,,9.07
2,Nolan Smith,2009-10,Duke,ACC,38,38,35.5,6.3,14.3,0.441,4.7,10.2,0.46,1.6,4.0,0.392,3.2,4.2,0.767,0.9,1.9,2.8,3.0,1.2,0.2,1.8,1.8,17.4,,9.21
3,Nolan Smith,2010-11,Duke,ACC,37,37,34.0,7.0,15.4,0.458,5.5,10.9,0.501,1.5,4.4,0.35,5.1,6.2,0.813,1.2,3.3,4.5,5.1,1.2,0.1,3.2,1.9,20.6,,8.32
0,Kenneth Faried,2007-08,Morehead State,OVC,30,20,20.2,4.4,8.5,0.516,4.4,8.4,0.522,0.0,0.1,0.0,1.7,2.9,0.58,3.4,4.7,8.0,0.3,1.2,0.8,1.6,3.0,10.5,,-6.31
1,Kenneth Faried,2008-09,Morehead State,OVC,36,36,30.1,5.4,9.7,0.556,5.3,9.6,0.5579999999999999,0.1,0.1,0.4,3.0,5.3,0.5770000000000001,4.3,8.8,13.0,1.4,1.9,1.9,2.2,2.9,13.9,,-3.61
2,Kenneth Faried,2009-10,Morehead State,OVC,35,32,30.3,6.4,11.3,0.564,6.4,11.2,0.5670000000000001,0.0,0.1,0.25,4.0,6.8,0.595,4.2,8.8,13.0,0.5,1.6,1.9,2.4,3.3,16.9,,-3.07
3,Kenneth Faried,2010-11,Morehead State,OVC,35,34,34.7,6.7,10.7,0.623,6.7,10.7,0.623,0.0,0.0,,4.0,6.9,0.5770000000000001,5.7,8.8,14.5,1.1,1.9,2.3,2.6,3.1,17.3,,-3.13
0,Marshon Brooks,2007-08,Providence,Big East,18,0,9.3,1.2,3.1,0.382,0.9,2.0,0.444,0.3,1.1,0.263,0.8,1.2,0.7140000000000001,0.4,0.5,0.9,0.4,0.3,0.2,0.7,0.7,3.4,,7.86
1,Marshon Brooks,2008-09,Providence,Big East,32,0,21.8,3.8,8.7,0.4370000000000001,2.6,4.7,0.5429999999999999,1.3,4.0,0.313,1.7,2.5,0.684,1.4,2.2,3.6,1.4,1.1,0.7,1.4,1.8,10.6,,7.23
2,Marshon Brooks,2009-10,Providence,Big East,31,25,26.6,5.4,11.6,0.467,3.9,7.4,0.5329999999999999,1.5,4.2,0.35100000000000003,1.9,2.7,0.711,1.8,2.4,4.2,1.4,1.3,0.5,1.7,2.3,14.2,,8.24
3,Marshon Brooks,2010-11,Providence,Big East,32,31,36.5,8.6,17.8,0.483,6.5,11.7,0.5589999999999999,2.1,6.2,0.34,5.3,6.8,0.772,2.3,4.8,7.0,2.5,1.5,1.2,3.1,2.5,24.6,,6.44
0,Jordan Hamilton,2009-10,Texas,Big 12,34,0,19.9,3.6,8.8,0.41,1.9,4.1,0.461,1.7,4.7,0.365,1.1,1.9,0.578,1.0,2.7,3.7,1.5,0.8,0.4,1.4,1.3,10.0,,7.38
1,Jordan Hamilton,2010-11,Texas,Big 12,36,36,32.2,6.8,15.3,0.44,4.3,8.8,0.48100000000000004,2.5,6.5,0.385,2.6,3.4,0.779,2.0,5.7,7.7,2.1,0.9,0.6,2.1,1.8,18.6,,7.96
0,JaJuan Johnson,2007-08,Purdue,Big Ten,34,17,16.6,2.0,4.7,0.421,2.0,4.6,0.4270000000000001,0.0,0.1,0.0,1.4,2.2,0.649,1.1,2.0,3.1,0.3,0.4,1.0,0.6,1.7,5.4,,5.9
1,JaJuan Johnson,2008-09,Purdue,Big Ten,37,35,26.9,5.1,9.5,0.54,5.1,9.4,0.544,0.0,0.1,0.0,3.2,4.3,0.736,2.1,3.4,5.6,0.7,0.5,2.1,1.3,1.8,13.4,,7.17
2,JaJuan Johnson,2009-10,Purdue,Big Ten,35,34,31.2,5.5,10.8,0.507,5.5,10.7,0.512,0.0,0.1,0.0,4.5,6.3,0.718,2.3,4.8,7.1,0.7,0.9,2.1,1.8,2.0,15.5,,8.81
3,JaJuan Johnson,2010-11,Purdue,Big Ten,34,33,35.4,7.6,15.3,0.494,7.1,13.8,0.516,0.4,1.5,0.294,5.0,6.1,0.809,2.4,6.1,8.6,1.0,0.9,2.3,1.6,1.6,20.5,,8.69
0,Norris Cole,2007-08,Cleveland State,Horizon,34,0,14.4,1.6,4.2,0.38,1.3,2.9,0.44,0.3,1.2,0.23800000000000002,1.4,1.8,0.8170000000000001,0.3,1.1,1.4,0.8,0.6,0.0,1.1,1.7,4.9,,1.69
1,Norris Cole,2008-09,Cleveland State,Horizon,37,37,32.8,5.1,11.2,0.45299999999999996,4.0,7.6,0.521,1.1,3.5,0.305,2.1,2.6,0.804,1.0,1.5,2.5,2.4,1.2,0.1,1.5,2.4,13.3,,2.12
2,Norris Cole,2009-10,Cleveland State,Horizon,33,33,34.2,5.6,13.0,0.4320000000000001,4.5,9.6,0.46399999999999997,1.2,3.4,0.342,4.0,5.0,0.799,0.4,2.3,2.8,4.4,1.8,0.1,2.8,2.5,16.3,,2.12
3,Norris Cole,2010-11,Cleveland State,Horizon,36,36,35.7,7.0,15.9,0.439,5.6,11.8,0.473,1.4,4.1,0.342,6.3,7.4,0.853,0.8,5.1,5.8,5.3,2.2,0.1,2.7,2.4,21.7,,1.74
0,Cory Joseph,2010-11,Texas,Big 12,36,36,32.4,3.8,8.9,0.422,2.3,5.4,0.429,1.4,3.5,0.413,1.4,2.0,0.6990000000000001,0.6,2.9,3.6,3.0,1.0,0.3,1.5,1.8,10.4,,7.96
0,Jimmy Butler,2008-09,Marquette,Big East,35,0,19.6,1.6,3.1,0.514,1.6,2.9,0.534,0.0,0.1,0.0,2.5,3.2,0.768,2.1,1.8,3.9,0.7,0.5,0.5,0.5,1.9,5.6,,7.87
1,Jimmy Butler,2009-10,Marquette,Big East,34,34,34.3,4.4,8.2,0.53,3.9,7.3,0.534,0.5,0.9,0.5,5.5,7.2,0.7659999999999999,2.4,3.9,6.4,2.0,1.3,0.6,1.1,2.0,14.7,,8.23
2,Jimmy Butler,2010-11,Marquette,Big East,37,35,34.6,5.1,10.3,0.49,4.5,8.8,0.515,0.5,1.6,0.345,5.1,6.5,0.7829999999999999,2.4,3.6,6.1,2.3,1.4,0.4,1.5,1.3,15.7,,8.51
0,Justin Harper,2007-08,Richmond,A-10,29,0,8.6,1.2,2.8,0.45,0.7,1.3,0.541,0.6,1.5,0.3720000000000001,0.2,0.6,0.412,0.6,0.8,1.3,0.1,0.2,0.2,0.4,1.4,3.3,,2.55
1,Justin Harper,2008-09,Richmond,A-10,36,24,23.1,3.2,7.8,0.411,2.0,4.2,0.477,1.2,3.6,0.336,1.5,2.2,0.675,1.6,3.0,4.6,0.6,0.6,0.8,1.5,2.8,9.2,,1.08
2,Justin Harper,2009-10,Richmond,A-10,35,35,25.0,4.0,8.3,0.483,2.8,4.8,0.583,1.2,3.5,0.344,1.4,2.1,0.6809999999999999,1.6,3.8,5.4,1.0,0.8,0.9,1.4,2.3,10.6,,3.43
3,Justin Harper,2010-11,Richmond,A-10,37,37,31.8,6.6,12.4,0.534,4.5,7.8,0.585,2.1,4.6,0.448,2.5,3.2,0.797,1.7,5.2,6.9,1.2,0.6,1.2,1.5,2.2,17.9,,2.79
0,Kyle Singler,2007-08,Duke,ACC,34,34,28.6,4.7,10.2,0.457,3.2,5.8,0.545,1.5,4.4,0.34,2.4,3.1,0.774,2.1,3.8,5.8,1.4,1.1,0.7,2.2,3.1,13.3,,9.28
1,Kyle Singler,2008-09,Duke,ACC,37,36,32.2,5.6,12.8,0.441,3.8,7.9,0.47600000000000003,1.9,4.9,0.38299999999999995,3.4,4.7,0.713,3.0,4.6,7.7,2.4,1.5,1.0,2.5,2.7,16.5,,9.07
2,Kyle Singler,2009-10,Duke,ACC,40,40,35.9,5.7,13.8,0.415,3.6,8.4,0.424,2.1,5.3,0.39899999999999997,4.2,5.2,0.7979999999999999,2.3,4.8,7.0,2.4,1.0,0.8,2.0,2.2,17.7,,9.21
3,Kyle Singler,2010-11,Duke,ACC,37,37,34.8,5.9,13.8,0.43,4.2,8.5,0.4970000000000001,1.7,5.2,0.321,3.4,4.2,0.8059999999999999,2.4,4.5,6.8,1.6,0.9,0.3,1.9,2.6,16.9,,8.32
0,Shelvin Mack,2008-09,Butler,Horizon,32,32,30.7,3.8,9.8,0.391,2.0,4.3,0.474,1.8,5.5,0.326,2.5,3.3,0.757,1.3,3.2,4.4,3.5,1.1,0.0,2.1,2.2,11.9,,2.07
1,Shelvin Mack,2009-10,Butler,Horizon,38,38,30.9,5.1,11.1,0.454,3.2,6.3,0.502,1.9,4.8,0.391,2.1,2.9,0.7340000000000001,0.5,3.2,3.7,3.0,1.4,0.1,2.1,1.9,14.1,,5.08
2,Shelvin Mack,2010-11,Butler,Horizon,38,37,32.1,5.3,13.0,0.408,3.0,6.5,0.462,2.3,6.5,0.354,3.2,4.1,0.769,0.7,3.8,4.5,3.4,0.8,0.1,2.4,1.7,16.0,,5.02
0,Tyler Honeycutt,2009-10,UCLA,Pac-10,26,18,27.7,2.7,5.3,0.496,2.3,4.2,0.536,0.4,1.1,0.345,1.5,2.5,0.6,2.0,4.5,6.5,2.7,1.5,1.2,2.4,2.3,7.2,,7.86
1,Tyler Honeycutt,2010-11,UCLA,Pac-10,33,33,35.0,4.4,10.8,0.406,2.7,6.2,0.43799999999999994,1.7,4.6,0.36200000000000004,2.4,3.2,0.736,1.5,5.7,7.2,2.8,0.9,2.0,3.0,1.6,12.8,,7.93
0,Jordan Williams,2009-10,Maryland,ACC,33,31,24.8,3.8,7.5,0.512,3.8,7.5,0.512,0.0,0.0,,1.9,3.7,0.529,2.8,5.8,8.6,0.2,0.7,1.0,0.9,2.7,9.6,,7.95
1,Jordan Williams,2010-11,Maryland,ACC,33,33,32.5,6.5,12.0,0.5379999999999999,6.5,12.0,0.5379999999999999,0.0,0.0,,4.0,6.9,0.575,3.7,8.1,11.8,0.6,0.7,1.4,1.6,2.4,16.9,,5.76
0,Trey Thompkins,2008-09,Georgia,SEC,28,23,26.0,4.8,11.0,0.434,3.6,8.0,0.45299999999999996,1.2,3.1,0.384,1.9,2.6,0.726,2.1,5.3,7.4,0.8,1.0,1.1,2.4,1.7,12.6,,5.5
1,Trey Thompkins,2009-10,Georgia,SEC,31,29,31.0,6.7,13.8,0.483,5.9,11.9,0.5,0.7,2.0,0.377,3.6,4.7,0.762,2.1,6.2,8.3,1.9,1.0,1.2,2.9,2.6,17.7,,8.04
2,Trey Thompkins,2010-11,Georgia,SEC,30,29,31.2,6.5,13.4,0.48100000000000004,5.7,11.0,0.52,0.8,2.5,0.311,2.7,4.0,0.6890000000000001,1.9,5.8,7.6,1.4,1.1,1.7,2.5,2.2,16.4,,6.13
0,Chandler Parsons,2007-08,Florida,SEC,36,0,20.7,2.9,6.1,0.472,1.9,3.1,0.618,1.0,3.0,0.324,1.4,2.3,0.627,1.3,2.7,4.0,1.4,0.5,0.2,1.0,1.7,8.1,,4.98
1,Chandler Parsons,2008-09,Florida,SEC,36,28,26.0,3.6,7.7,0.46,2.5,4.3,0.5870000000000001,1.0,3.4,0.301,1.1,1.9,0.557,2.0,3.7,5.7,1.8,1.1,0.4,1.4,2.4,9.2,,3.88
2,Chandler Parsons,2009-10,Florida,SEC,34,18,31.0,4.1,8.4,0.493,3.0,5.3,0.5720000000000001,1.1,3.1,0.358,2.9,4.4,0.662,2.3,4.6,6.9,2.6,1.1,0.1,2.0,2.1,12.4,,7.16
3,Chandler Parsons,2010-11,Florida,SEC,36,35,34.1,4.3,9.0,0.48,3.1,5.7,0.544,1.2,3.3,0.368,1.5,2.7,0.557,2.1,5.7,7.8,3.8,0.9,0.4,2.3,1.9,11.3,,7.57
0,Tristan Thompson,2007-08,North Texas,Sun Belt,30,12,16.5,1.9,4.4,0.42100000000000004,1.1,2.4,0.479,0.7,2.1,0.355,2.0,2.5,0.797,0.6,1.6,2.3,0.7,0.5,0.0,1.2,1.3,6.4,,-2.72
1,Tristan Thompson,2008-09,North Texas,Sun Belt,32,27,22.4,3.3,7.8,0.431,2.3,4.9,0.465,1.1,2.8,0.374,3.7,4.6,0.7909999999999999,0.7,1.6,2.3,1.1,0.3,0.0,1.3,1.8,11.4,,-2.77
2,Tristan Thompson,2009-10,North Texas,Sun Belt,33,29,30.2,4.3,10.0,0.43,2.5,5.4,0.45299999999999996,1.8,4.6,0.40399999999999997,4.0,4.9,0.821,0.7,2.6,3.3,1.7,0.8,0.1,1.8,2.1,14.5,,-4.72
3,Tristan Thompson,2010-11,North Texas,Sun Belt,33,31,32.0,4.8,10.4,0.45899999999999996,2.8,5.6,0.495,2.0,4.8,0.418,6.4,7.7,0.8340000000000001,0.5,2.7,3.2,1.8,0.7,0.1,2.2,1.9,18.0,,-5.07
0,Jon Leuer,2007-08,Wisconsin,Big Ten,32,0,8.6,1.1,2.3,0.472,0.7,1.4,0.478,0.4,0.8,0.462,0.4,0.9,0.483,0.6,0.7,1.3,0.4,0.1,0.1,0.6,0.4,2.9,,6.73
1,Jon Leuer,2008-09,Wisconsin,Big Ten,33,12,21.3,3.5,7.5,0.466,3.0,5.8,0.513,0.5,1.6,0.29600000000000004,1.4,2.3,0.605,1.4,2.5,3.8,0.8,0.5,0.6,1.3,1.9,8.8,,8.43
2,Jon Leuer,2009-10,Wisconsin,Big Ten,24,22,28.8,5.9,11.3,0.522,5.2,9.4,0.5489999999999999,0.8,1.9,0.391,2.8,3.9,0.72,1.5,4.3,5.8,1.6,0.5,1.3,1.0,2.1,15.4,,7.66
3,Jon Leuer,2010-11,Wisconsin,Big Ten,34,34,33.5,6.7,14.2,0.47,5.1,9.9,0.513,1.6,4.3,0.37,3.3,3.9,0.843,1.7,5.6,7.2,1.6,0.5,0.9,1.6,2.2,18.3,,9.42
0,Darius Morris,2009-10,Michigan,Big Ten,32,19,24.3,1.6,4.0,0.406,1.4,2.8,0.506,0.2,1.2,0.179,0.9,1.4,0.63,0.4,1.4,1.8,2.6,0.6,0.2,1.6,1.9,4.4,,9.37
1,Darius Morris,2010-11,Michigan,Big Ten,35,34,34.8,5.7,11.7,0.489,5.3,9.9,0.5329999999999999,0.5,1.8,0.25,3.1,4.3,0.715,0.9,3.1,4.0,6.7,1.0,0.0,2.9,2.1,15.0,,10.68
0,Malcolm Lee,2008-09,UCLA,Pac-10,29,0,10.7,1.3,2.6,0.5,1.1,1.9,0.5710000000000001,0.2,0.7,0.3,0.3,0.8,0.417,0.6,1.0,1.5,0.6,0.5,0.1,0.8,1.3,3.2,,7.19
1,Malcolm Lee,2009-10,UCLA,Pac-10,32,32,34.8,4.2,9.6,0.4320000000000001,3.3,6.4,0.522,0.8,3.2,0.252,3.0,4.3,0.706,1.3,3.2,4.4,3.1,1.1,0.3,2.6,2.3,12.1,,7.86
2,Malcolm Lee,2010-11,UCLA,Pac-10,33,33,33.1,4.3,9.8,0.4370000000000001,3.1,5.8,0.534,1.2,4.0,0.295,3.4,4.4,0.778,0.7,2.4,3.1,2.0,0.7,0.2,1.7,2.4,13.1,,7.93
0,Charles Jenkins,2007-08,Hofstra,CAA,29,29,34.6,5.5,11.7,0.47100000000000003,4.8,9.6,0.502,0.7,2.1,0.32799999999999996,3.3,4.2,0.78,1.6,3.0,4.6,2.1,1.7,0.5,3.3,2.7,15.0,,-3.0
1,Charles Jenkins,2008-09,Hofstra,CAA,32,32,35.1,6.3,15.7,0.40399999999999997,5.4,12.6,0.426,1.0,3.1,0.313,6.0,7.3,0.821,0.9,3.9,4.8,4.3,1.4,0.5,3.3,2.6,19.7,,-2.9
2,Charles Jenkins,2009-10,Hofstra,CAA,34,34,36.3,6.9,15.6,0.44299999999999995,5.1,11.1,0.456,1.9,4.5,0.409,5.0,6.2,0.805,1.1,3.4,4.5,3.9,1.8,0.6,3.2,2.6,20.6,,-0.02
3,Charles Jenkins,2010-11,Hofstra,CAA,33,33,37.3,7.5,14.6,0.517,5.5,9.8,0.563,2.0,4.8,0.42,5.5,6.7,0.8240000000000001,0.5,2.8,3.4,4.8,1.7,0.7,2.2,2.0,22.6,,0.13
0,Andrew Goudelock,2007-08,College of Charleston,Southern,33,18,29.0,5.1,10.8,0.466,2.8,5.6,0.508,2.2,5.2,0.422,0.8,0.9,0.871,0.6,1.9,2.5,2.1,1.0,0.2,1.7,1.3,13.2,,-2.31
1,Andrew Goudelock,2008-09,College of Charleston,Southern,36,35,31.1,6.1,13.4,0.459,3.5,7.4,0.475,2.6,6.0,0.44,1.8,2.1,0.867,0.5,2.0,2.5,1.9,0.7,0.3,1.9,1.2,16.7,,-5.87
2,Andrew Goudelock,2009-10,College of Charleston,Southern,34,34,35.6,7.4,16.3,0.451,4.5,9.0,0.498,2.9,7.3,0.393,1.8,2.2,0.8240000000000001,0.7,3.6,4.4,3.9,1.1,0.4,2.0,1.7,19.4,,-2.46
3,Andrew Goudelock,2010-11,College of Charleston,Southern,37,37,35.2,8.6,18.9,0.455,5.1,10.2,0.496,3.5,8.7,0.407,3.0,3.6,0.821,0.7,3.2,3.9,4.2,0.9,0.2,3.2,1.8,23.7,,-1.05
0,Travis Leslie,2008-09,Georgia,SEC,26,4,14.3,2.7,6.1,0.447,2.7,6.0,0.455,0.0,0.1,0.0,0.9,1.5,0.575,1.5,2.4,3.9,0.6,0.8,0.5,1.0,1.2,6.3,,5.5
1,Travis Leslie,2009-10,Georgia,SEC,31,31,29.4,5.5,11.2,0.48700000000000004,5.3,10.8,0.485,0.2,0.4,0.545,3.7,5.0,0.735,3.1,3.7,6.8,2.5,1.3,1.0,2.6,2.1,14.8,,8.04
2,Travis Leslie,2010-11,Georgia,SEC,33,33,32.2,5.4,10.9,0.4920000000000001,5.0,9.6,0.517,0.4,1.3,0.302,3.3,4.1,0.8009999999999999,3.2,4.0,7.2,2.9,1.2,0.6,2.2,1.9,14.4,,6.13
0,Keith Benson,2007-08,Oakland,Summit,29,20,13.4,1.9,3.7,0.505,1.9,3.7,0.505,0.0,0.0,,1.5,2.3,0.667,1.2,2.3,3.5,0.1,0.2,1.4,0.7,1.8,5.2,,-0.81
1,Keith Benson,2008-09,Oakland,Summit,36,36,27.8,5.3,8.5,0.622,5.3,8.5,0.624,0.0,0.0,0.0,3.7,5.6,0.667,2.6,5.2,7.8,0.7,0.6,2.4,1.1,3.2,14.3,,-1.6
2,Keith Benson,2009-10,Oakland,Summit,35,35,31.3,5.9,11.1,0.5329999999999999,5.9,11.0,0.535,0.1,0.1,0.4,5.4,7.5,0.7240000000000001,3.2,7.3,10.5,0.8,0.4,3.3,1.7,3.0,17.3,,-2.96
3,Keith Benson,2010-11,Oakland,Summit,35,35,32.4,6.6,12.1,0.547,6.3,11.4,0.556,0.3,0.7,0.391,4.5,7.0,0.643,2.7,7.5,10.1,1.1,0.8,3.6,1.9,3.1,17.9,,0.1
0,Josh Selby,2010-11,Kansas,Big 12,26,11,20.4,2.8,7.4,0.373,1.5,3.8,0.384,1.3,3.6,0.36200000000000004,1.1,1.4,0.757,0.4,1.8,2.2,2.2,0.8,0.0,2.0,1.7,7.9,,7.62
0,Jon Diebler,2007-08,Ohio State,Big Ten,37,8,21.1,1.7,5.6,0.304,0.4,1.1,0.366,1.3,4.5,0.289,1.2,1.5,0.782,0.4,2.0,2.3,1.2,0.7,0.2,1.2,1.2,5.9,,7.97
1,Jon Diebler,2008-09,Ohio State,Big Ten,33,33,36.7,3.5,8.4,0.421,0.6,1.4,0.447,2.9,7.0,0.416,1.2,1.5,0.8,0.3,3.3,3.6,2.5,1.0,0.3,1.6,1.3,11.2,,8.23
2,Jon Diebler,2009-10,Ohio State,Big Ten,37,37,37.2,4.0,9.1,0.438,0.9,1.7,0.516,3.1,7.5,0.42,1.9,2.1,0.873,0.2,2.5,2.8,1.5,1.1,0.1,1.0,1.8,13.0,,7.37
3,Jon Diebler,2010-11,Ohio State,Big Ten,37,36,35.7,3.9,7.7,0.507,0.8,1.6,0.525,3.1,6.1,0.502,1.7,2.1,0.81,0.4,2.3,2.6,2.4,1.0,0.1,0.9,1.0,12.6,,8.38
0,DeAndre Liggins,2008-09,Kentucky,SEC,33,1,16.5,1.4,3.8,0.36200000000000004,1.0,2.3,0.447,0.4,1.5,0.235,1.1,1.6,0.6729999999999999,0.2,2.2,2.3,2.8,0.7,0.4,2.3,1.6,4.2,,4.82
1,DeAndre Liggins,2009-10,Kentucky,SEC,29,0,15.3,1.2,3.0,0.419,0.8,1.4,0.524,0.5,1.5,0.318,0.8,1.3,0.59,0.6,1.7,2.3,0.8,0.7,0.3,0.6,1.4,3.8,,6.82
